光学字符识别	OCR
煤坑	coalpit
煤块	coals
煤孔	coalhole
煤斗	scuttles
煤气厂	gashouse|gasworks
煤气灯	gaslight
煤气灯照亮的	gaslit
煤油	kerosene
煤渣	culm|cinder
煤渣的	cindery
煤烟	coom|soot
煤烟地	sootily
煤烟的	sooty
煤矿	colliery
煤箱	coalbox
煤袋	coalsack
照亮	illume|lighten
照亮的	floodlit
照射	irradiate
照应	anaphora|anaphoric
照应上	anaphorically
照度	illuminance
照度计	illuminometer|illuminoneter
照排机	phototypesetter
照料	tending
照料过	tended
照明	lighting|illumination
照明器	illuminator
照片	photo|photograph
照片台	PhotoDesk
照片墙	instagram
照相凹版	photogravure
照相制版	photoengraving
照相制版的	photomechanical
照相排版	photocomposition
照相锌版	photozincography
照耀	shone
煮半熟	parboil
煮布锅	kier
煮沸	boil
煮熟的	boiled
煮老的	hardboiled
煮锅	cookpot
煽动	stoke|incite
煽动中	agitating
煽动性的	seditious|inflammatory
煽动者	agitator|demagogog
煽情	sensationalism
熄火	flameout
熄灭	quench|extinguish
熄灭的	guttered|quenched
熊	Ursa|bear
熊猫	panda
熊的	ursine
熊皮	bearskin
熊皮帽	busby
熊队	bruins
熏制房	smokehouse
熏制的	smoked
熏牛肉	pastrami
熏腿	gammon
熏蒸	fumigate
熏蒸剂	fumigant
熏蒸的	fumatory
熏香	cense
熏鱼	kipper
熏鲑鱼	lox
熏鲱鱼	bloater
熔化的	molten
熔合	fusing
熔岩	lava
熔析	liquate
熔渣	clinker
熔炉	furnace
熔炼	smelt
熔炼工	smelter
熔炼物	smelts
熔融沉积成型	FDM
熙提	stilb
熙春茶	hyson
熟女	milfs
熟悉	familarity|familiarity
熟悉中	familiarizing
熟悉了	familiarized
熟悉化	familiarization
熟悉地	familiarly
熟悉的	familiar
熟的	cooked
熟练	adept|proficient
熟练地	expertly|skillfully
熟练工	journeyman|journeymen
熟练的	skilled|skilful
熟食店	delicatessen
熨斗	sadiron|flatiron
熨烫	ironing|flatwork
熨烫工	ironer
熨烫物	ironings
熨烫过的	ironed
熵	entropy
燃料	fuel
燃烧	burn|flamed
燃烧器	burner
燃烧弹	firebomb
燃烧物	burnings
燃烧的	afire|blazed
燕子	swallows
燕尾	coattail|swallowtail
燕尾旗	burgee
燕尾服	tails|tuxedo
燕形纹	martlet
燕特尔	Yentl
燕雀	brambling
燕鸥	tern
燕麦	oat
燕麦片	oatmeal
燕麦的	oaten
燕麦粥	burgoo
燕麦饼	bannock|oatcake
燧发枪	flintlock
燧石	flint|chert
爆发	erupt|burst
爆发中	bursting
爆发性	fulminant
爆发的	eruptive
爆开	popped
爆炸	blast|blowup
爆炸头	afro
爆炸性地	explosively
爆炸物	explosive
爆炸的	exploded|exploding
爆燃	deflagrate
爆破	plosion|blasting
爆破器	blaster
爆破手	dynamiter
爆破音	plosive
爆竹	squib
爆笑的	sidesplitting
爆米花	popcorn
爆米花机	popper
爆裂	popping|blowout
爪	claw|unguis
爪哇	Java
爪哇人	Javanese
爪子	paw|claws
爪牙	catspaw
爬藤	creeper
爬虫学	herpetology
爬行	creep|crept
爬行动物	reptile
爬行动物的	reptilian
爬行者	crawler
爱	ai|luv
爱丁堡	Edinburgh
爱与和平	Love & Peace
爱与演唱会	LoveLive
爱丽丝	Alice
爱丽舍	Elysee
爱乐	philharmonic
爱书的	philobiblic
爱人	lover
爱伦坡	Poe
爱冒险的	adventuresome
爱华	aiwa
爱发牢骚的	grouchy|querulous
爱哭的	lachrymose
爱哭鬼	crybaby
爱因斯坦	Einstein
爱因斯坦的	Einsteinian
爱国	patriotism
爱国的	patriotic
爱国者	patriot
爱奇艺	IQIYI
爱奥尼亚	Ionian
爱奥尼亚人	Ionians
爱好	hobby|hobbies
爱好者	buffs|fancier
爱子女的	philoprogenitive
爱尔兰	Eire|Ireland
爱尔兰人	Irish|Irishmen
爱尔兰化	Irishize
爱尔兰女人	irishwoman
爱工艺的	philotechnical
爱开玩笑的	jocular
爱彼迎	airbnb
爱德华	Eduard|Edward
爱德华兹	Edwards
爱德华多	Eduardo
爱德华时代的	Edwardian
爱德华派的	Edwardine
爱思唯尔	Elsevier
爱恶作剧的	prankish
爱情家	amorist
爱慕	endearment
爱打听的	snoopy
爱打听者	quidnunc
爱抚	caress|petting
爱抚了	caressed
爱抚着	caresses
爱抚者	caresser
爱挑剔的人	fusspot
爱摄影	iShot
爱斯基摩人	Eskimo
爱斯基摩化	Eskimoizeds
爱斯基摩化的	Eskimoized
爱普生	epson
爱沙尼亚	Estonia
爱沙尼亚的	Estonian
爱泼斯坦	Epstein
爱玩	playfulness
爱玩地	playfully
爱玩的	playful
爱琴海	Aegean
爱神	Eros
爱立信	Ericsson
爱管闲事者	busybody
爱若飞	aeropex
爱荷华州	Iowa
爱表现者	exhibitionist
爱达荷人	idahoan
爱达荷州	Idaho
爱迪生	Edison
爱闲聊的	gossipy
爱默生	Emerson
爵士乐	jazz|Dixieland
爵士乐手	jazzman
爵士乐迷	hepcat
爵床	acanthus
爵爷	lordship
父亲	pater|father
父亲的	paternal
父亲般地	paternally
父代孕	couvade
父名	patronymic
父权	paternity
父权制	patriarchy
父权的	patriarchal|patriarchic
父母	parent
父母的	parental
父母身份	parenthood
父系的	patrilineal
父职	fatherhood
爷爷	grandpa
爸爸	dad|papa
爸爸的	pappy
片刻	awhile
片岩	schist
片岩状	schistose
片岩的	schistous
片段	snippet
片段集	snippets
片麻岩	gneiss
版本	edition|version
版本控制系统	VCS|SVN
版权	copyright
版权页	colophon
版画制作	printmaking
版画家	printmaker
版税	royalties
牙买加	Jamaica
牙买加人	Jamaican
牙列	dentition
牙刷	toothbrush
牙医	dentist
牙听器	dentaphone
牙周的	periodontal
牙垢	tartar
牙套	braces
牙痛	toothache
牙科学	dentistry
牙签	toothpick
牙粉	dentifrice
牙线	floss
牙膏	toothpaste
牙鳕	whiting
牙齿	teeth|tooth
牙齿地	dentally
牙齿的	dental
牙龈	gum
牙龈炎	gingivitis
牙龈的	gingival
牙龈脓肿	gumboil
牛	ox|cow
牛仔	cowboy|cowhand
牛仔布	denim
牛仔竞技	rodeo
牛仔裤	jean
牛唇花	oxlip
牛头人	NTR
牛头怪	Minotaur
牛奶	milk
牛奶冻	blancmange
牛尾	oxtail
牛心形	oxheart
牛排	steak|beefsteak
牛排馆	chophouse
牛棚	byre|cowshed
牛津	Oxford
牛津人	Oxonian
牛津大学	Oxc
牛津运动者	tractarian|Tractarians
牛津郡	oxfordshire
牛痘	cowpox|vaccinia
牛的	bovine
牛皮	oxhide|cowhide
牛皮纸	kraft
牛眼菊	oxeye
牛磺酸	taurine
牛类	bovines
牛羚	gnu
牛群	cows|oxen
牛耕式	boustrophedon
牛耕式的	boustrophedonic
牛肉	beef
牛肚	tripe
牛脂	tallow
牛腰肉	sirloin
牛膝草	hyssop
牛至	oregano
牛草	cowgrass
牛蒡	burdock
牛虻	gadfly
牛蛙	bullfrog
牛蝇	botfly
牛血色	oxblood
牛角包	croissant
牛蹄	cowheel
牛车	oxcart
牛轧糖	nougat
牛轭湖	bayou
牛铃	cowbell
牛鞭	bullwhip
牛顿	Newton
牛顿的	Newtonian
牛鱼	cowfish
牛鹂	cowbird
牛黄	bezoar
牡丹	peony
牡蛎	oyster
牡蛎壳	cultch
牡蛎类	ostracean
牢不可破	unassailable
牢不可破的	unbreakable
牢固地	solidly
牢骚	grouch
牢骚地	grouchily
牢骚鬼	sourpuss
牦牛	yak
牧人	drover|herder
牧场	ranch|rancho
牧场主	rancher|grazier
牧场新手	jackaroo
牧场经营	ranching
牧夫座	Bootes
牧工	stockrider
牧师	vicar|parson
牧师住宅	manse
牧师的	vicarial
牧师职位	canonry|pastorate
牧师身份	pastorship
牧歌	eclogue|madrigal
牧歌的	pastoral
牧牛人	cowherd|neatherd
牧羊人	goatherd|shepherd
牧羊女	shepherdess
牧羊犬	collie
牧草地	ley
牧马人	wrangler
物体	object
物化	reify|objectify
物品	belongings
物理学	physics
物理学家	physicist
物理输出核心	Attack Damage Carry
物种	species
物质	substance
物质主义的	materialistic
物质性	materiality|corporeality
牲畜	livestock
牲畜围场	stockyard
牵开器	retractor
牵引	traction
牵引杆	drawbar|drawber
牵引的	tractive
牵强	farfetched|far-fetched
牵牛星	Altair
牵纱童	trainbearer
牵连	implicate
牵连中	implicating
特	ter
特价	specials
特伦特	trent
特伦顿	Trenton
特兰西瓦尼亚	Transylvania
特内里费	tenerife
特写	closeup
特别	esp
特别地	specially|particularly
特别的	especial
特劳特曼	Troutman
特发病	idiopathy
特古西加尔巴	Tegucigalpa
特大	XXL|outsize
特定	particular
特异性	specificity
特征	trait|feature
特征描述	signalment
特快专递	Express Mail Service
特性	peculiarity|peculiarities
特技	stunt
特技飞行	aerobatics
特拉华州	Delaware
特拉基	Truckee
特拉斯特维雷	Trastevere
特拉维斯	Travis
特斯拉	tesla
特朗布尔	Trumbull
特木	temu
特权	privilege|priviilege
特此	hereby
特殊	special
特殊兴趣小组	SIG|Special Interest Group
特殊性	particularity
特氟龙	Teflon
特洛伊	Troy|Trojan
特洛伊人	trojans
特洛伊罗斯	troilus
特立尼达	Trinidad
特立独行者	maverick
特等舱	stateroom
特罗佩	Tropez
特罗布里恩	Trobriand
特耐克斯	TENEX|Tenex
特蕾莎	Teresa|Theresa
特蕾西	Tracy|tracey
特许	indult
特许中	chartering
特许权	franchise
特许的	chartered
特许经营	franchising
特质	qualities
特里	terry
特里亚农	Trianon
特里什	trish
特里同	triton
特里娜	trina
特里斯坦	Tristan
特里普利特	Triplett
特里维廉	Trevelyan
特雷	Trae
特雷弗	trevor
特雷德韦尔	Treadwell
特雷菲克	traefik
特鲁克	Truk
特鲁多	Trudeau
特鲁希略	Trujillo
特鲁真泳姿	trudgen
特鲁迪	Trudy
牺牲	sacrifice
牺牲者	sacrificer
犀牛	rhino|rhinoceros
犀鸟	hornbill
犁	plow|plough
犁刀	colter
犁地	plowing
犁板	moldboard
犁沟	furrow
犁者	plower
犁过	plowed
犁铧	plowshare
犬	canine
犬吠	yip
犬夜叉	inuyasha
犬属	Canis
犬牙石首鱼	weakfish
犬瘟热	distemper
犬舍	kennels
犬齿	dogtooth|eyetooth
犯	commit|perpetrate
犯罪	crime|sinned
犯罪地	criminally
犯罪学	criminology
犯罪学家	criminologist
犯罪学的	criminological
犯罪性	criminality
犯罪的	peccant|criminous
犯罪者	perpetrator
犯规	foul
犯错	err|blundered
犯错的	erring
犯错者	blunderer
犰狳	armadillo
状态	fettle|kilter
状语的	adverbial
犹他州	Utah
犹大	Judas
犹太人	yid|Jew
犹太复国主义	Zionism
犹太复国主义者	Zionist
犹太女人	jewess
犹太教	Judaism
犹太教堂	synagogue
犹太教的	synagogical
犹太文物	Judaica
犹太法典	gemara
犹太洁食	kosher
犹太特性	Jewishness
犹太的	Jewish|judaic
犹太馅饼	knish
犹特人	Ute
犹豫	balk|baulk
犹豫不决	indecision|irresolute
犹豫不决的	indecisive
犹豫了	balked|hesitated
犹豫地	haltingly|hesitantly
犹豫的	halting|hesitant
狂乱	amok|amuck
狂乱的	frantic|madding
狂吠	yap|yapped
狂喜	exult|overjoy
狂喜地	ecstatically
狂喜的	ecstatic|exultant
狂妄小子	whippersnapper
狂怒	fury
狂怒的	raging|furious
狂想曲	rhapsody
狂暴	rampage
狂暴地	tempestuously
狂暴的	berserk|rampageous
狂欢	rave|orgy
狂欢的	reveled|reveling
狂欢者	reveler|carouser
狂欢节	carnival|cumfiesta
狂热	craze|furor
狂热地	feverishly|fanatically
狂热描述	rhapsodize|rhapsodise
狂热的	gaga|rabid
狂热者	zealot|fanatic
狂犬病	rabies
狂犬病的	rabic
狂笑	guffaw|horselaugh
狂诗	dithyramb
狂赞	raved
狂躁的	manic
狂饮	tope|guzzle
狄俄尼索斯	Dionysus
狄利克雷	Dirichlet
狄奥多西	Theodosius
狄奥多西的	Theodosian
狄奥尼修斯	dionysius
狄拉克	Dirac
狄更斯	dickens
狄龙	Dillon
狍	roebuck
狐尾	foxtail
狐步	FoxPro
狐步舞	foxtrot
狐狸	fox
狐狸数据库	mfoxplus
狐狸的	vulpine
狐猴	lemur
狐蝠	kalong
狒狒	baboon|chacma
狗	dog|dogg
狗似的	doggish
狗叫	woofing
狗叫声	woofs
狗屋	doghouse
狗洞	doghole
狗狗币	Dogecoin
狗皮	dogskin
狗窝	doggery
狗肉	dogmeat
狗腿弯	dogleg
狗舍	kennel
狗车	dogcart
狗镇	Dogtown
狙击	snipe
狙击手	sniper
狙击枪	AWP|Arctic Warfare Police
狞猫	caracal
狠揍	clobber
狡猾	sly|sneaky
狡猾地	slyly|archly
狡猾的	wily|foxy
狡诈	guile
狡诈的	guileful
狨猴	marmoset
狩猎	hunt|venery
狩猎旅行	safari
独创性	originality
独唱	monody
独奏	solo
独奏会	recital
独奏者	soloist
独家	exclusive
独木舟	proa|canoe
独桅帆船	dhow
独活草	lovage
独特地	uniquely|peculiarly
独特性	uniqueness|distinctiveness
独特的	unique|peculiar
独白	soliloquy|monologue
独白者	soliloquist
独眼巨人	Cyclops
独立	independent|independence
独立地	independently
独立媒体	indymedia
独立的	indie|standalone
独立软件商	isv
独自	solus|alone
独行者	loner
独裁	monocracy
独裁的	dictatorial
独裁统治	dictatorship
独裁者	autocrat|dictator
独角兽	unicorn
独身	celibacy
独身主义者	celibatarian
独身的	celibate
独轮车	unicycle
狭小	poky
狭窄	narrow|cramped
狭隘	illiberal|narrowness
狭隘的	parochial
狭鼻猴	catarrhine
狮子	lion
狮子座	Leo|leo
狮的	leonine
狮虎兽	liger
狮鹫	griffin
狱卒	gaoler|jailor
狼	lobo|wolf
狼人	werewolf|werewolves
狼人症	lycanthropy
狼似的	lupine
狼吞虎咽	guttle|gobble
狼吞虎咽的	gobbled
狼獾	carcajou|wolverine
狼疮	lupus
狼疮的	lupous
狼群	wolves
狼蛛	tarantula
猎人	nimrod|Hunter
猎兔犬	beagle|harrier
猎兵	yager
猎场看守人	gamekeeper
猎头	headhunter
猎手	huntsman|pothunter
猎潜艇	subchaser
猎物	prey
猎犬	hound|gundog
猎狐犬	foxhound
猎狼犬	wolfhound
猎猪犬	boarhound
猎豹	cheetah
猎野猪	pigstick
猎鹰	falcon
猎鹿	deerstalking
猎鹿帽	deerstalker
猎鹿犬	staghound
猕猴	macaque
猖獗	rampancy
猖獗的	rampant
猛冲	dash|lunge
猛冲了	lunged
猛冲地	dashingly
猛冲的	dashed|dashing
猛冲者	dasher
猛击	slam|whop
猛击者	slugger|thrasher
猛击过的	thrashed
猛扑	pounce
猛扭	wrenched|wrenching
猛投	hurl
猛投了	hurled
猛拉	yank|jerk
猛攻	stormed|onslaught
猛烈地	amain|furiously
猛犬	bandog
猛犸象	mammoth
猛禽	raptor
猛跌	plunge
猜测	guess|guesswork
猜疑的	leery
猜词游戏	wordle
猞猁	lynx
猩猩	orangutan|orangoutang
猩红	scarlet
猩红热	scarlatina
猪	pig|hog
猪似的	swinish
猪叫声	oink
猪圈	sty|pigpen
猪崽	shoat
猪排	griskin
猪杂碎	haslet
猪殃殃	bedstraw
猪油	lard
猪油状的	lardaceous
猪的	porcine
猪皮	pigskin|hogskin
猪肉	pork
猪肉派	porkpie
猪背岭	hogback
猪鱼	hogfish|pigfish
猫	cat|moggy
猫似的	cattish
猫咪	puss|pussy
猫头鹰	owl|mopoke
猫性	felinity
猫样的	catlike
猫步	catwalk
猫的	feline
猫眼石	chatoyant
猫薄荷	catnip|catmint
猫途鹰	tripadvisor
猫鸟	catbird
猫鼬	Mongoose
献祭	immolate|immolation
献祭地	sacrificially
献祭的	oblatory|sacrificial
献血车	bloodmobile
猴子	monkey
猴面包树	baobab
猴面犬	affenpinscher
猿	ape
猿人	pithecanthropus
猿似的	apish
猿的	simian
獐耳细辛	hepatica
獒犬	mastiff
獾	badger
玄参	figwort
玄武岩	basalt
玄武岩的	basaltic
玉	jade
玉米	corn|maize
玉米仓	corncrib
玉米淀粉	cornstarch
玉米田	cornfield
玉米碎土	cornbrash
玉米秆	cornstalk
玉米粉	cornmeal
玉米粥	hominy|polenta
玉米粽	tamale
玉米芯	cob
玉米蛋白	zein
玉米饼	pone
玉髓	chalcedony
王	Wang
王冠	crown|diadem
王国	kingdom
王妃	ranee
王子	prince|infante
王子的	princely
王子的地位	princedom
王子的气质	princeliness
王室	royalty
王室成员	royals
王室的	regal
王座	throne
王朝	Dynasty
王朝的	dynastic
王木	Kingwood
王权	kingship|regality
王牌	ace|trump
王牌压过	overtrump
王者风范	kingliness
王良四	Shedir
玛丽	Mary|Marie
玛丽亚	maria|mariah
玛丽埃塔	Marietta
玛丽安	Marianne
玛丽安娜	mariana
玛丽安的	marian
玛丽莲	Marilyn
玛乔丽	Marjory|Marjorie
玛克辛	Maxine
玛各	Magog
玛吉	Maggie
玛土撒拉	Methuselah
玛德琳	Madeline|Madeleine
玛戈	Margo
玛拉	mara
玛杰里	Margery
玛格丽特	Margaret|Marguerite
玛琳	Marlene
玛瑙	agate
玛莎	Marsha|Martha
玛莎拉蒂	maserati
玛蒂尔达	Matilda
玛西	Marcy
玛西娅	Marcia
玛门	mammon
玛雅	Maya
玛雅人	Mayans
玛雅的	mayan
玩	play
玩伴	playmate|playfellow
玩偶	doll|dollies
玩偶似的	dollish
玩具	toy|plaything
玩具店	toyshop
玩家	gamer|player
玩家对玩家	PVP|Player versus Player
玩家对环境	PVE|player versus environment
玩弄	toyed|toying
玩杂耍	juggle
玩着	playing
玩笑	jape|jest
玩过	gamed|played
玫瑰	roses
玫瑰丛	rosebush
玫瑰园	rosery
玫瑰水	rosewater
玫瑰油	attar
玫瑰种植者	rosarian
玫瑰窗	rosace
玫瑰色的	roseate
玫瑰花蕾	rosebud
玫瑰花饰	rosette
环	annuli|annulus
环世界	RimWorld
环保主义者	environmentalist
环境	env|milieu
环境上	environmentally
环境的	environmental
环形	toroid
环形的	annular
环氧树脂	epoxy
环流	circumfluence
环状	ringed
环球航行	circumnavigate|circumnavigation
环礁	atoll
环礁群	atolls
环绕	engird|wreathe
环绕的	environing
环节动物	annelid
环节的	annulose
环蛇	krait
环钻	trephine
环面	tori|torus
环饰	annulet
环首螺栓	ringbolt
现今	nowadays
现代	modern|hyundai
现代主义	modernism
现代主义的	modernistic
现代主义者	modernist
现代人	moderns
现代化	modernise|modernize
现代化中	modernizing
现代化的	modernized
现代化者	modernizer
现代地	modernly
现代性	modernity|modernness
现任者	incumbent
现在	now
现场	onsite
现场可编程门阵列	FPGA|field-programmable gate array
现场音乐馆	live house
现存的	extant
现实	reality|actuality
现实主义	realism
现实主义者	realist
现实地	realistically
现实性	realities
现实的	realistic
现成的	readmade|readymade
现有的	existing
现状	quo
现象	phenomena|phenomenon
现象学	phenomenology|phenomenologies
现象学地	phenomenologically
现象学的	phenomenological
现货溢价	backwardation
现金	cash
现金簿	cashbook
玷污	sully|defile
玷污的	besmirching
玻利瓦尔	bolivar
玻利维亚	Bolivia
玻利维亚人	Bolivian
玻利维亚诺	boliviano
玻尔	Bohr
玻尔兹曼	Boltzmann
玻璃	glass
玻璃制品	glasswork
玻璃制造	glassmaking
玻璃制造商	glassmaker
玻璃化	vitrification
玻璃器皿	glassware
玻璃工	glazier
玻璃沫	sandiver
玻璃状	glassiness
玻璃状的	vitreous|vitriform
玻璃瓶	carafe
玻璃的	vitric
玻璃纤维	Fiberglas|fiberglass
玻璃纸	glassine|cellophane
玻璃般地	glassily
玻璃节点	Glassnode
玻璃草	glasswort
玻璃质的	glassy
玻色子	boson
珀塞尔	Purcell
珀尔	perl|Perle
珀斯	Perth
珀耳修斯	Perseus
珀耳塞福涅	Persephone
珀西	Percy
珀西瓦尔	Percival
珀金斯	Perkins
珂罗版	collotype
珊瑚	coral
珍品	curiosa
珍妮	jenny|Jennie
珍妮特	Janet
珍爱	cherish
珍珠	pearl
珍珠母	nacre
珍珠母的	nacred|nacreous
